"","Month-Year","State","Population"
"785","May-1995","QLD","111230"
"786","Jun-1995","QLD","121120"
"787","Jul-1995","QLD","141480"
"788","Aug-1995","QLD","136540"
"789","Sep-1995","QLD","118540"
"790","Oct-1995","QLD","131050"
"791","Nov-1995","QLD","127440"
"792","Dec-1995","QLD","149110"
"793","Jan-1996","QLD","143150"
"794","Feb-1996","QLD","141920"
"795","Mar-1996","QLD","138520"
"796","Apr-1996","QLD","131980"
"797","May-1996","QLD","114160"
"798","Jun-1996","QLD","139200"
"799","Jul-1996","QLD","166720"
"800","Aug-1996","QLD","151140"
"801","Sep-1996","QLD","143340"
"802","Oct-1996","QLD","149590"
"803","Nov-1996","QLD","140000"
"804","Dec-1996","QLD","167800"
"805","Jan-1997","QLD","156450"
"806","Feb-1997","QLD","148260"
"807","Mar-1997","QLD","151530"
"808","Apr-1997","QLD","134230"
"809","May-1997","QLD","126870"
"810","Jun-1997","QLD","142660"
"811","Jul-1997","QLD","174820"
"812","Aug-1997","QLD","154510"
"813","Sep-1997","QLD","149160"
"814","Oct-1997","QLD","160060"
"815","Nov-1997","QLD","152140"
"816","Dec-1997","QLD","155750"
"817","Jan-1998","QLD","154130"
"818","Feb-1998","QLD","124890"
"819","Mar-1998","QLD","127100"
"820","Apr-1998","QLD","137540"
"821","May-1998","QLD","126630"
"822","Jun-1998","QLD","149170"
"823","Jul-1998","QLD","161360"
"824","Aug-1998","QLD","146570"
"825","Sep-1998","QLD","156580"
"826","Oct-1998","QLD","153630"
"827","Nov-1998","QLD","139710"
"828","Dec-1998","QLD","158460"
"829","Jan-1999","QLD","157790"
"830","Feb-1999","QLD","138660"
"831","Mar-1999","QLD","145760"
"832","Apr-1999","QLD","135120"
"833","May-1999","QLD","137910"
"834","Jun-1999","QLD","151370"
"835","Jul-1999","QLD","174740"
"836","Aug-1999","QLD","159370"
"837","Sep-1999","QLD","161660"
"838","Oct-1999","QLD","172450"
"839","Nov-1999","QLD","153450"
"840","Dec-1999","QLD","158270"
"841","Jan-2000","QLD","153260"
"842","Feb-2000","QLD","149660"
"843","Mar-2000","QLD","141990"
"844","Apr-2000","QLD","159390"
"845","May-2000","QLD","137690"
"846","Jun-2000","QLD","155470"
"847","Jul-2000","QLD","183370"
"848","Aug-2000","QLD","160830"
"849","Sep-2000","QLD","136710"
"850","Oct-2000","QLD","169180"
"851","Nov-2000","QLD","165810"
"852","Dec-2000","QLD","178120"
"853","Jan-2001","QLD","180670"
"854","Feb-2001","QLD","141240"
"855","Mar-2001","QLD","160520"
"856","Apr-2001","QLD","160820"
"857","May-2001","QLD","139530"
"858","Jun-2001","QLD","176320"
"859","Jul-2001","QLD","198170"
"860","Aug-2001","QLD","169420"
"861","Sep-2001","QLD","164200"
"862","Oct-2001","QLD","157180"
"863","Nov-2001","QLD","134590"
"864","Dec-2001","QLD","160580"
"865","Jan-2002","QLD","155490"
"866","Feb-2002","QLD","145980"
"867","Mar-2002","QLD","159300"
"868","Apr-2002","QLD","142930"
"869","May-2002","QLD","139090"
"870","Jun-2002","QLD","162780"
"871","Jul-2002","QLD","190020"
"872","Aug-2002","QLD","166810"
"873","Sep-2002","QLD","158400"
"874","Oct-2002","QLD","183800"
"875","Nov-2002","QLD","167400"
"876","Dec-2002","QLD","172870"
"877","Jan-2003","QLD","175890"
"878","Feb-2003","QLD","147370"
"879","Mar-2003","QLD","145680"
"880","Apr-2003","QLD","134540"
"881","May-2003","QLD","118890"
"882","Jun-2003","QLD","138260"
"883","Jul-2003","QLD","189550"
"884","Aug-2003","QLD","166880"
"885","Sep-2003","QLD","173160"
"886","Oct-2003","QLD","187500"
"887","Nov-2003","QLD","178350"
"888","Dec-2003","QLD","190880"
"889","Jan-2004","QLD","203970"
"890","Feb-2004","QLD","171300"
"891","Mar-2004","QLD","171810"
"892","Apr-2004","QLD","177080"
"893","May-2004","QLD","161860"
"894","Jun-2004","QLD","182780"
"895","Jul-2004","QLD","235820"
"896","Aug-2004","QLD","197120"
"897","Sep-2004","QLD","202150"
"898","Oct-2004","QLD","216270"
"899","Nov-2004","QLD","193910"
"900","Dec-2004","QLD","212750"
"901","Jan-2005","QLD","225620"
"902","Feb-2005","QLD","184750"
"903","Mar-2005","QLD","198040"
"904","Apr-2005","QLD","182840"
"905","May-2005","QLD","168720"
"906","Jun-2005","QLD","195590"
"907","Jul-2005","QLD","252250"
"908","Aug-2005","QLD","213670"
"909","Sep-2005","QLD","224640"
"910","Oct-2005","QLD","214530"
"911","Nov-2005","QLD","189830"
"912","Dec-2005","QLD","217860"
"913","Jan-2006","QLD","234850"
"914","Feb-2006","QLD","186350"
"915","Mar-2006","QLD","188740"
"916","Apr-2006","QLD","195650"
"917","May-2006","QLD","170720"
"918","Jun-2006","QLD","197930"
"919","Jul-2006","QLD","252670"
"920","Aug-2006","QLD","209830"
"921","Sep-2006","QLD","224300"
"922","Oct-2006","QLD","232280"
"923","Nov-2006","QLD","200490"
"924","Dec-2006","QLD","221710"
"925","Jan-2007","QLD","237880"
"926","Feb-2007","QLD","192560"
"927","Mar-2007","QLD","204510"
"928","Apr-2007","QLD","198840"
"929","May-2007","QLD","183390"
"930","Jun-2007","QLD","209470"
"931","Jul-2007","QLD","254530"
"932","Aug-2007","QLD","217320"
"933","Sep-2007","QLD","230000"
"934","Oct-2007","QLD","247800"
"935","Nov-2007","QLD","212610"
"936","Dec-2007","QLD","227080"
"937","Jan-2008","QLD","248970"
"938","Feb-2008","QLD","213630"
"939","Mar-2008","QLD","212920"
"940","Apr-2008","QLD","201000"
"941","May-2008","QLD","196720"
"942","Jun-2008","QLD","206650"
"943","Jul-2008","QLD","258920"
"944","Aug-2008","QLD","226660"
"945","Sep-2008","QLD","222990"
"946","Oct-2008","QLD","256040"
"947","Nov-2008","QLD","210460"
"948","Dec-2008","QLD","224960"
"949","Jan-2009","QLD","253370"
"950","Feb-2009","QLD","196730"
"951","Mar-2009","QLD","204620"
"952","Apr-2009","QLD","207410"
"953","May-2009","QLD","194540"
"954","Jun-2009","QLD","193020"
"955","Jul-2009","QLD","254220"
"956","Aug-2009","QLD","222600"
"957","Sep-2009","QLD","238110"
"958","Oct-2009","QLD","261340"
"959","Nov-2009","QLD","221530"
"960","Dec-2009","QLD","234920"
"961","Jan-2010","QLD","258330"
"962","Feb-2010","QLD","216340"
"963","Mar-2010","QLD","219880"
"964","Apr-2010","QLD","209670"
"965","May-2010","QLD","193210"
"966","Jun-2010","QLD","215660"
"967","Jul-2010","QLD","286320"
"968","Aug-2010","QLD","237680"
"969","Sep-2010","QLD","251330"
"970","Oct-2010","QLD","263480"
"971","Nov-2010","QLD","227570"
"972","Dec-2010","QLD","248980"
"973","Jan-2011","QLD","271870"
"974","Feb-2011","QLD","213690"
"975","Mar-2011","QLD","202720"
"976","Apr-2011","QLD","214530"
"977","May-2011","QLD","212890"
"978","Jun-2011","QLD","210500"
"979","Jul-2011","QLD","297860"
"980","Aug-2011","QLD","245480"
"981","Sep-2011","QLD","247660"
"982","Oct-2011","QLD","275050"
"983","Nov-2011","QLD","229680"
"984","Dec-2011","QLD","254540"
"985","Jan-2012","QLD","290890"
"986","Feb-2012","QLD","221790"
"987","Mar-2012","QLD","231250"
"988","Apr-2012","QLD","234250"
"989","May-2012","QLD","209560"
"990","Jun-2012","QLD","238430"
"991","Jul-2012","QLD","300270"
"992","Aug-2012","QLD","252890"
"993","Sep-2012","QLD","267890"
"994","Oct-2012","QLD","296300"
"995","Nov-2012","QLD","242440"
"996","Dec-2012","QLD","268010"
"997","Jan-2013","QLD","293940"
"998","Feb-2013","QLD","237190"
"999","Mar-2013","QLD","251250"
"1000","Apr-2013","QLD","242230"
"1001","May-2013","QLD","214910"
"1002","Jun-2013","QLD","245060"
"1003","Jul-2013","QLD","315570"
"1004","Aug-2013","QLD","270380"
"1005","Sep-2013","QLD","266170"
"1006","Oct-2013","QLD","307250"
"1007","Nov-2013","QLD","247370"
"1008","Dec-2013","QLD","272070"
"1009","Jan-2014","QLD","318950"
"1010","Feb-2014","QLD","237550"
"1011","Mar-2014","QLD","241400"
"1012","Apr-2014","QLD","254530"
"1013","May-2014","QLD","225570"
"1014","Jun-2014","QLD","234330"
"1015","Jul-2014","QLD","323230"
"1016","Aug-2014","QLD","281410"
"1017","Sep-2014","QLD","271930"
"1018","Oct-2014","QLD","307900"
"1019","Nov-2014","QLD","250260"
"1020","Dec-2014","QLD","279240"
"1021","Jan-2015","QLD","321680"
"1022","Feb-2015","QLD","257380"
"1023","Mar-2015","QLD","262130"
"1024","Apr-2015","QLD","255420"
"1025","May-2015","QLD","239720"
"1026","Jun-2015","QLD","245160"
"1027","Jul-2015","QLD","331510"
"1028","Aug-2015","QLD","277390"
"1029","Sep-2015","QLD","293870"
"1030","Oct-2015","QLD","324440"
"1031","Nov-2015","QLD","272080"
"1032","Dec-2015","QLD","309530"
"1033","Jan-2016","QLD","347800"
"1034","Feb-2016","QLD","282530"
"1035","Mar-2016","QLD","282800"
"1036","Apr-2016","QLD","279120"
"1037","May-2016","QLD","257200"
"1038","Jun-2016","QLD","263480"
"1039","Jul-2016","QLD","358310"
"1040","Aug-2016","QLD","300580"
"1041","Sep-2016","QLD","322470"
"1042","Oct-2016","QLD","347970"
"1043","Nov-2016","QLD","279540"
"1044","Dec-2016","QLD","326710"
"1045","Jan-2017","QLD","355850"
"1046","Feb-2017","QLD","282610"
"1047","Mar-2017","QLD","288270"
"1048","Apr-2017","QLD","305350"
"1049","May-2017","QLD","268690"
"1050","Jun-2017","QLD","283020"
"1051","Jul-2017","QLD","379550"
"1052","Aug-2017","QLD","322590"
"1053","Sep-2017","QLD","343590"
"1054","Oct-2017","QLD","356700"
"1055","Nov-2017","QLD","302910"
"1056","Dec-2017","QLD","346930"
"1057","Jan-2018","QLD","389630"
"1058","Feb-2018","QLD","311370"
"1059","Mar-2018","QLD","324060"
"1060","Apr-2018","QLD","318810"
"1061","May-2018","QLD","287950"
"1062","Jun-2018","QLD","309990"
"1063","Jul-2018","QLD","408700"
"1064","Aug-2018","QLD","359060"
"1065","Sep-2018","QLD","349420"
"1066","Oct-2018","QLD","381890"
"1067","Nov-2018","QLD","305560"
"1068","Dec-2018","QLD","366920"
"1069","Jan-2019","QLD","411220"
"1070","Feb-2019","QLD","313720"
"1071","Mar-2019","QLD","322850"
"1072","Apr-2019","QLD","323180"
"1073","May-2019","QLD","312130"
"1074","Jun-2019","QLD","318590"
"1075","Jul-2019","QLD","410700"
"1076","Aug-2019","QLD","357020"
"1077","Sep-2019","QLD","345060"
"1078","Oct-2019","QLD","382780"
"1079","Nov-2019","QLD","324850"
"1080","Dec-2019","QLD","377490"
"1081","Jan-2020","QLD","428180"
"1082","Feb-2020","QLD","286860"
"1083","Mar-2020","QLD","187900"
"1084","Apr-2020","QLD","4200"
"1085","May-2020","QLD","3560"
"1086","Jun-2020","QLD","5570"
"1087","Jul-2020","QLD","3360"
"1088","Aug-2020","QLD","2320"
"1089","Sep-2020","QLD","2520"
"1090","Oct-2020","QLD","3440"
"1091","Nov-2020","QLD","3850"
"1092","Dec-2020","QLD","4460"
"1093","Jan-2021","QLD","5010"
"1094","Feb-2021","QLD","4440"
"1095","Mar-2021","QLD","4610"
"1096","Apr-2021","QLD","9530"
"1097","May-2021","QLD","24420"
"1098","Jun-2021","QLD","26050"
"1099","Jan-1991","SA","19330"
"1100","Feb-1991","SA","13580"
"1101","Mar-1991","SA","12990"
"1102","Apr-1991","SA","11760"
"1103","May-1991","SA","10830"
"1104","Jun-1991","SA","12100"
"1105","Jul-1991","SA","16110"
"1106","Aug-1991","SA","13680"
"1107","Sep-1991","SA","15160"
"1108","Oct-1991","SA","19610"
"1109","Nov-1991","SA","14110"
"1110","Dec-1991","SA","14680"
"1111","Jan-1992","SA","15950"
"1112","Feb-1992","SA","14370"
"1113","Mar-1992","SA","12230"
"1114","Apr-1992","SA","13670"
"1115","May-1992","SA","12060"
"1116","Jun-1992","SA","11640"
"1117","Jul-1992","SA","17080"
"1118","Aug-1992","SA","14520"
"1119","Sep-1992","SA","15890"
"1120","Oct-1992","SA","20130"
"1121","Nov-1992","SA","16140"
"1122","Dec-1992","SA","15550"
"1123","Jan-1993","SA","19330"
"1124","Feb-1993","SA","14520"
"1125","Mar-1993","SA","15140"
"1126","Apr-1993","SA","14150"
"1127","May-1993","SA","12200"
"1128","Jun-1993","SA","12490"
"1129","Jul-1993","SA","16490"
"1130","Aug-1993","SA","15200"
