"","Month-Year","State","Population"
"2674","Apr-2000","ACT","9190"
"2675","May-2000","ACT","7590"
"2676","Jun-2000","ACT","8060"
"2677","Jul-2000","ACT","11980"
"2678","Aug-2000","ACT","8020"
"2679","Sep-2000","ACT","11950"
"2680","Oct-2000","ACT","12010"
"2681","Nov-2000","ACT","8390"
"2682","Dec-2000","ACT","10860"
"2683","Jan-2001","ACT","10690"
"2684","Feb-2001","ACT","10380"
"2685","Mar-2001","ACT","8420"
"2686","Apr-2001","ACT","10160"
"2687","May-2001","ACT","8580"
"2688","Jun-2001","ACT","6530"
"2689","Jul-2001","ACT","13710"
"2690","Aug-2001","ACT","10350"
"2691","Sep-2001","ACT","9200"
"2692","Oct-2001","ACT","10150"
"2693","Nov-2001","ACT","8090"
"2694","Dec-2001","ACT","9300"
"2695","Jan-2002","ACT","10500"
"2696","Feb-2002","ACT","10580"
"2697","Mar-2002","ACT","9100"
"2698","Apr-2002","ACT","8930"
"2699","May-2002","ACT","8170"
"2700","Jun-2002","ACT","8580"
"2701","Jul-2002","ACT","12940"
"2702","Aug-2002","ACT","8750"
"2703","Sep-2002","ACT","9450"
"2704","Oct-2002","ACT","13780"
"2705","Nov-2002","ACT","9220"
"2706","Dec-2002","ACT","9080"
"2707","Jan-2003","ACT","12630"
"2708","Feb-2003","ACT","11170"
"2709","Mar-2003","ACT","8950"
"2710","Apr-2003","ACT","7710"
"2711","May-2003","ACT","6650"
"2712","Jun-2003","ACT","6370"
"2713","Jul-2003","ACT","12750"
"2714","Aug-2003","ACT","8350"
"2715","Sep-2003","ACT","9580"
"2716","Oct-2003","ACT","12790"
"2717","Nov-2003","ACT","10380"
"2718","Dec-2003","ACT","11400"
"2719","Jan-2004","ACT","13540"
"2720","Feb-2004","ACT","13560"
"2721","Mar-2004","ACT","10020"
"2722","Apr-2004","ACT","11270"
"2723","May-2004","ACT","9890"
"2724","Jun-2004","ACT","9560"
"2725","Jul-2004","ACT","14850"
"2726","Aug-2004","ACT","10180"
"2727","Sep-2004","ACT","10610"
"2728","Oct-2004","ACT","13240"
"2729","Nov-2004","ACT","10420"
"2730","Dec-2004","ACT","12230"
"2731","Jan-2005","ACT","14300"
"2732","Feb-2005","ACT","12400"
"2733","Mar-2005","ACT","10740"
"2734","Apr-2005","ACT","12080"
"2735","May-2005","ACT","8270"
"2736","Jun-2005","ACT","11030"
"2737","Jul-2005","ACT","13080"
"2738","Aug-2005","ACT","11930"
"2739","Sep-2005","ACT","12030"
"2740","Oct-2005","ACT","13970"
"2741","Nov-2005","ACT","11680"
"2742","Dec-2005","ACT","11870"
"2743","Jan-2006","ACT","15220"
"2744","Feb-2006","ACT","12590"
"2745","Mar-2006","ACT","9900"
"2746","Apr-2006","ACT","12130"
"2747","May-2006","ACT","9830"
"2748","Jun-2006","ACT","12070"
"2749","Jul-2006","ACT","16450"
"2750","Aug-2006","ACT","11880"
"2751","Sep-2006","ACT","12570"
"2752","Oct-2006","ACT","15540"
"2753","Nov-2006","ACT","13400"
"2754","Dec-2006","ACT","12970"
"2755","Jan-2007","ACT","15550"
"2756","Feb-2007","ACT","13690"
"2757","Mar-2007","ACT","11520"
"2758","Apr-2007","ACT","13790"
"2759","May-2007","ACT","10050"
"2760","Jun-2007","ACT","13390"
"2761","Jul-2007","ACT","17340"
"2762","Aug-2007","ACT","12970"
"2763","Sep-2007","ACT","13190"
"2764","Oct-2007","ACT","16810"
"2765","Nov-2007","ACT","13660"
"2766","Dec-2007","ACT","14560"
"2767","Jan-2008","ACT","18960"
"2768","Feb-2008","ACT","14590"
"2769","Mar-2008","ACT","13640"
"2770","Apr-2008","ACT","12790"
"2771","May-2008","ACT","12550"
"2772","Jun-2008","ACT","12560"
"2773","Jul-2008","ACT","19560"
"2774","Aug-2008","ACT","14700"
"2775","Sep-2008","ACT","12850"
"2776","Oct-2008","ACT","19000"
"2777","Nov-2008","ACT","14980"
"2778","Dec-2008","ACT","14230"
"2779","Jan-2009","ACT","18430"
"2780","Feb-2009","ACT","18040"
"2781","Mar-2009","ACT","12920"
"2782","Apr-2009","ACT","13090"
"2783","May-2009","ACT","12130"
"2784","Jun-2009","ACT","13030"
"2785","Jul-2009","ACT","20810"
"2786","Aug-2009","ACT","14920"
"2787","Sep-2009","ACT","14730"
"2788","Oct-2009","ACT","19990"
"2789","Nov-2009","ACT","14980"
"2790","Dec-2009","ACT","15270"
"2791","Jan-2010","ACT","24010"
"2792","Feb-2010","ACT","17780"
"2793","Mar-2010","ACT","15070"
"2794","Apr-2010","ACT","15160"
"2795","May-2010","ACT","13860"
"2796","Jun-2010","ACT","13140"
"2797","Jul-2010","ACT","21080"
"2798","Aug-2010","ACT","18260"
"2799","Sep-2010","ACT","15020"
"2800","Oct-2010","ACT","23020"
"2801","Nov-2010","ACT","15670"
"2802","Dec-2010","ACT","14270"
"2803","Jan-2011","ACT","20050"
"2804","Feb-2011","ACT","19030"
"2805","Mar-2011","ACT","13340"
"2806","Apr-2011","ACT","13520"
"2807","May-2011","ACT","15190"
"2808","Jun-2011","ACT","13820"
"2809","Jul-2011","ACT","22220"
"2810","Aug-2011","ACT","13580"
"2811","Sep-2011","ACT","18350"
"2812","Oct-2011","ACT","22030"
"2813","Nov-2011","ACT","18400"
"2814","Dec-2011","ACT","18150"
"2815","Jan-2012","ACT","23680"
"2816","Feb-2012","ACT","22180"
"2817","Mar-2012","ACT","14500"
"2818","Apr-2012","ACT","18120"
"2819","May-2012","ACT","14730"
"2820","Jun-2012","ACT","16580"
"2821","Jul-2012","ACT","25890"
"2822","Aug-2012","ACT","20130"
"2823","Sep-2012","ACT","20500"
"2824","Oct-2012","ACT","26320"
"2825","Nov-2012","ACT","18770"
"2826","Dec-2012","ACT","19310"
"2827","Jan-2013","ACT","25690"
"2828","Feb-2013","ACT","20750"
"2829","Mar-2013","ACT","15080"
"2830","Apr-2013","ACT","18320"
"2831","May-2013","ACT","15700"
"2832","Jun-2013","ACT","17180"
"2833","Jul-2013","ACT","26070"
"2834","Aug-2013","ACT","19020"
"2835","Sep-2013","ACT","18330"
"2836","Oct-2013","ACT","24540"
"2837","Nov-2013","ACT","18240"
"2838","Dec-2013","ACT","18000"
"2839","Jan-2014","ACT","25970"
"2840","Feb-2014","ACT","22120"
"2841","Mar-2014","ACT","14910"
"2842","Apr-2014","ACT","16290"
"2843","May-2014","ACT","17540"
"2844","Jun-2014","ACT","16420"
"2845","Jul-2014","ACT","23620"
"2846","Aug-2014","ACT","19190"
"2847","Sep-2014","ACT","19340"
"2848","Oct-2014","ACT","26390"
"2849","Nov-2014","ACT","20400"
"2850","Dec-2014","ACT","20910"
"2851","Jan-2015","ACT","28270"
"2852","Feb-2015","ACT","23110"
"2853","Mar-2015","ACT","18480"
"2854","Apr-2015","ACT","17970"
"2855","May-2015","ACT","17310"
"2856","Jun-2015","ACT","18720"
"2857","Jul-2015","ACT","29690"
"2858","Aug-2015","ACT","19370"
"2859","Sep-2015","ACT","18950"
"2860","Oct-2015","ACT","24530"
"2861","Nov-2015","ACT","19350"
"2862","Dec-2015","ACT","18390"
"2863","Jan-2016","ACT","28910"
"2864","Feb-2016","ACT","22100"
"2865","Mar-2016","ACT","18130"
"2866","Apr-2016","ACT","21370"
"2867","May-2016","ACT","16330"
"2868","Jun-2016","ACT","16770"
"2869","Jul-2016","ACT","30030"
"2870","Aug-2016","ACT","19330"
"2871","Sep-2016","ACT","21690"
"2872","Oct-2016","ACT","27090"
"2873","Nov-2016","ACT","21490"
"2874","Dec-2016","ACT","22350"
"2875","Jan-2017","ACT","32770"
"2876","Feb-2017","ACT","25550"
"2877","Mar-2017","ACT","19770"
"2878","Apr-2017","ACT","24310"
"2879","May-2017","ACT","17970"
"2880","Jun-2017","ACT","20000"
"2881","Jul-2017","ACT","34590"
"2882","Aug-2017","ACT","23580"
"2883","Sep-2017","ACT","25530"
"2884","Oct-2017","ACT","28890"
"2885","Nov-2017","ACT","23090"
"2886","Dec-2017","ACT","24610"
"2887","Jan-2018","ACT","35350"
"2888","Feb-2018","ACT","31240"
"2889","Mar-2018","ACT","23110"
"2890","Apr-2018","ACT","29440"
"2891","May-2018","ACT","26180"
"2892","Jun-2018","ACT","24630"
"2893","Jul-2018","ACT","38190"
"2894","Aug-2018","ACT","24620"
"2895","Sep-2018","ACT","25530"
"2896","Oct-2018","ACT","32070"
"2897","Nov-2018","ACT","24480"
"2898","Dec-2018","ACT","26060"
"2899","Jan-2019","ACT","37400"
"2900","Feb-2019","ACT","32880"
"2901","Mar-2019","ACT","22970"
"2902","Apr-2019","ACT","24830"
"2903","May-2019","ACT","23270"
"2904","Jun-2019","ACT","24270"
"2905","Jul-2019","ACT","36600"
"2906","Aug-2019","ACT","26600"
"2907","Sep-2019","ACT","27330"
"2908","Oct-2019","ACT","30490"
"2909","Nov-2019","ACT","26450"
"2910","Dec-2019","ACT","28250"
"2911","Jan-2020","ACT","35570"
"2912","Feb-2020","ACT","27010"
"2913","Mar-2020","ACT","14890"
"2914","Apr-2020","ACT","490"
"2915","May-2020","ACT","380"
"2916","Jun-2020","ACT","540"
"2917","Jul-2020","ACT","490"
"2918","Aug-2020","ACT","370"
"2919","Sep-2020","ACT","430"
"2920","Oct-2020","ACT","520"
"2921","Nov-2020","ACT","600"
"2922","Dec-2020","ACT","750"
"2923","Jan-2021","ACT","890"
"2924","Feb-2021","ACT","510"
"2925","Mar-2021","ACT","490"
"2926","Apr-2021","ACT","590"
"2927","May-2021","ACT","1210"
"2928","Jun-2021","ACT","1340"
"2929","Jan-1991","Australia","462080"
"2930","Feb-1991","Australia","350090"
"2931","Mar-1991","Australia","349970"
"2932","Apr-1991","Australia","306940"
"2933","May-1991","Australia","308760"
"2934","Jun-1991","Australia","342200"
"2935","Jul-1991","Australia","427590"
"2936","Aug-1991","Australia","387990"
"2937","Sep-1991","Australia","400080"
"2938","Oct-1991","Australia","459600"
"2939","Nov-1991","Australia","406660"
"2940","Dec-1991","Australia","415330"
"2941","Jan-1992","Australia","477800"
"2942","Feb-1992","Australia","412270"
"2943","Mar-1992","Australia","375660"
"2944","Apr-1992","Australia","379300"
"2945","May-1992","Australia","341990"
"2946","Jun-1992","Australia","342030"
"2947","Jul-1992","Australia","462380"
"2948","Aug-1992","Australia","403510"
"2949","Sep-1992","Australia","408210"
"2950","Oct-1992","Australia","491610"
"2951","Nov-1992","Australia","440730"
"2952","Dec-1992","Australia","454560"
"2953","Jan-1993","Australia","538170"
"2954","Feb-1993","Australia","430970"
"2955","Mar-1993","Australia","415040"
"2956","Apr-1993","Australia","405630"
"2957","May-1993","Australia","379360"
"2958","Jun-1993","Australia","377660"
"2959","Jul-1993","Australia","491930"
"2960","Aug-1993","Australia","437710"
"2961","Sep-1993","Australia","439160"
"2962","Oct-1993","Australia","534730"
"2963","Nov-1993","Australia","464410"
"2964","Dec-1993","Australia","494540"
"2965","Jan-1994","Australia","548980"
"2966","Feb-1994","Australia","488610"
"2967","Mar-1994","Australia","480920"
"2968","Apr-1994","Australia","440430"
"2969","May-1994","Australia","385850"
"2970","Jun-1994","Australia","414640"
"2971","Jul-1994","Australia","545960"
"2972","Aug-1994","Australia","472530"
"2973","Sep-1994","Australia","485960"
"2974","Oct-1994","Australia","573290"
"2975","Nov-1994","Australia","501920"
"2976","Dec-1994","Australia","547100"
"2977","Jan-1995","Australia","615700"
"2978","Feb-1995","Australia","523840"
"2979","Mar-1995","Australia","498110"
"2980","Apr-1995","Australia","499280"
"2981","May-1995","Australia","434660"
"2982","Jun-1995","Australia","462410"
"2983","Jul-1995","Australia","603750"
"2984","Aug-1995","Australia","525500"
"2985","Sep-1995","Australia","520050"
"2986","Oct-1995","Australia","613300"
"2987","Nov-1995","Australia","550600"
"2988","Dec-1995","Australia","603410"
"2989","Jan-1996","Australia","660750"
"2990","Feb-1996","Australia","609000"
"2991","Mar-1996","Australia","571570"
"2992","Apr-1996","Australia","559260"
"2993","May-1996","Australia","455620"
"2994","Jun-1996","Australia","525410"
"2995","Jul-1996","Australia","646890"
"2996","Aug-1996","Australia","574070"
"2997","Sep-1996","Australia","578680"
"2998","Oct-1996","Australia","672550"
"2999","Nov-1996","Australia","609270"
"3000","Dec-1996","Australia","658620"
"3001","Jan-1997","Australia","703800"
"3002","Feb-1997","Australia","635280"
"3003","Mar-1997","Australia","619190"
"3004","Apr-1997","Australia","552390"
"3005","May-1997","Australia","501710"
"3006","Jun-1997","Australia","547250"
"3007","Jul-1997","Australia","710680"
"3008","Aug-1997","Australia","593040"
"3009","Sep-1997","Australia","619970"
"3010","Oct-1997","Australia","710200"
"3011","Nov-1997","Australia","633830"
"3012","Dec-1997","Australia","647930"
"3013","Jan-1998","Australia","712230"
"3014","Feb-1998","Australia","611750"
"3015","Mar-1998","Australia","574840"
"3016","Apr-1998","Australia","597840"
"3017","May-1998","Australia","532880"
"3018","Jun-1998","Australia","560350"
"3019","Jul-1998","Australia","696680"
"3020","Aug-1998","Australia","614090"
"3021","Sep-1998","Australia","628740"
"3022","Oct-1998","Australia","731040"
"3023","Nov-1998","Australia","638220"
"3024","Dec-1998","Australia","680870"
"3025","Jan-1999","Australia","754350"
"3026","Feb-1999","Australia","653350"
"3027","Mar-1999","Australia","635700"
"3028","Apr-1999","Australia","601850"
"3029","May-1999","Australia","550000"
"3030","Jun-1999","Australia","566700"
"3031","Jul-1999","Australia","734920"
"3032","Aug-1999","Australia","645450"
"3033","Sep-1999","Australia","674170"
"3034","Oct-1999","Australia","776210"
"3035","Nov-1999","Australia","686390"
"3036","Dec-1999","Australia","696410"
"3037","Jan-2000","Australia","753440"
"3038","Feb-2000","Australia","708940"
"3039","Mar-2000","Australia","663510"
"3040","Apr-2000","Australia","707500"
"3041","May-2000","Australia","594550"
"3042","Jun-2000","Australia","615350"
"3043","Jul-2000","Australia","794190"
"3044","Aug-2000","Australia","679450"
"3045","Sep-2000","Australia","753310"
"3046","Oct-2000","Australia","821590"
"3047","Nov-2000","Australia","759550"
"3048","Dec-2000","Australia","820560"
"3049","Jan-2001","Australia","874790"
"3050","Feb-2001","Australia","733150"
"3051","Mar-2001","Australia","707640"
"3052","Apr-2001","Australia","719340"
"3053","May-2001","Australia","603030"
"3054","Jun-2001","Australia","656320"
"3055","Jul-2001","Australia","835280"
"3056","Aug-2001","Australia","697870"
"3057","Sep-2001","Australia","705910"
"3058","Oct-2001","Australia","750270"
"3059","Nov-2001","Australia","625250"
"3060","Dec-2001","Australia","753250"
"3061","Jan-2002","Australia","787590"
"3062","Feb-2002","Australia","708130"
"3063","Mar-2002","Australia","729840"
"3064","Apr-2002","Australia","649940"
"3065","May-2002","Australia","598300"
"3066","Jun-2002","Australia","625020"
"3067","Jul-2002","Australia","801980"
"3068","Aug-2002","Australia","691630"
"3069","Sep-2002","Australia","692100"
"3070","Oct-2002","Australia","828820"
"3071","Nov-2002","Australia","714940"
"3072","Dec-2002","Australia","769760"
"3073","Jan-2003","Australia","838900"
"3074","Feb-2003","Australia","720640"
"3075","Mar-2003","Australia","672780"
"3076","Apr-2003","Australia","574090"
"3077","May-2003","Australia","487890"
"3078","Jun-2003","Australia","545910"
"3079","Jul-2003","Australia","771510"
"3080","Aug-2003","Australia","675570"
"3081","Sep-2003","Australia","727000"
"3082","Oct-2003","Australia","839260"
"3083","Nov-2003","Australia","774060"
"3084","Dec-2003","Australia","837530"
"3085","Jan-2004","Australia","930230"
"3086","Feb-2004","Australia","815130"
"3087","Mar-2004","Australia","754000"
"3088","Apr-2004","Australia","770580"
"3089","May-2004","Australia","671220"
"3090","Jun-2004","Australia","705690"
"3091","Jul-2004","Australia","952560"
"3092","Aug-2004","Australia","785000"
"3093","Sep-2004","Australia","812710"
"3094","Oct-2004","Australia","951720"
"3095","Nov-2004","Australia","838150"
"3096","Dec-2004","Australia","919500"
"3097","Jan-2005","Australia","1073840"
"3098","Feb-2005","Australia","879130"
"3099","Mar-2005","Australia","882640"
"3100","Apr-2005","Australia","809610"
"3101","May-2005","Australia","708680"
"3102","Jun-2005","Australia","763400"
"3103","Jul-2005","Australia","1031850"
"3104","Aug-2005","Australia","847750"
"3105","Sep-2005","Australia","892970"
"3106","Oct-2005","Australia","989370"
"3107","Nov-2005","Australia","842190"
"3108","Dec-2005","Australia","944670"
"3109","Jan-2006","Australia","1092420"
"3110","Feb-2006","Australia","892920"
"3111","Mar-2006","Australia","845850"
"3112","Apr-2006","Australia","849430"
"3113","May-2006","Australia","722640"
"3114","Jun-2006","Australia","779630"
"3115","Jul-2006","Australia","1036240"
"3116","Aug-2006","Australia","845420"
"3117","Sep-2006","Australia","909060"
"3118","Oct-2006","Australia","1035540"
"3119","Nov-2006","Australia","893840"
"3120","Dec-2006","Australia","1007590"
"3121","Jan-2007","Australia","1135590"
"3122","Feb-2007","Australia","929580"
"3123","Mar-2007","Australia","945260"
"3124","Apr-2007","Australia","909670"
"3125","May-2007","Australia","779980"
"3126","Jun-2007","Australia","841640"
"3127","Jul-2007","Australia","1085800"
"3128","Aug-2007","Australia","926260"
"3129","Sep-2007","Australia","956610"
"3130","Oct-2007","Australia","1107580"
"3131","Nov-2007","Australia","964140"
"3132","Dec-2007","Australia","1031710"
"3133","Jan-2008","Australia","1208080"
"3134","Feb-2008","Australia","1039480"
"3135","Mar-2008","Australia","998160"
"3136","Apr-2008","Australia","929810"
"3137","May-2008","Australia","845990"
"3138","Jun-2008","Australia","881290"
"3139","Jul-2008","Australia","1163830"
"3140","Aug-2008","Australia","964100"
"3141","Sep-2008","Australia","959240"
"3142","Oct-2008","Australia","1129070"
"3143","Nov-2008","Australia","962240"
"3144","Dec-2008","Australia","1033260"
"3145","Jan-2009","Australia","1238640"
"3146","Feb-2009","Australia","998940"
"3147","Mar-2009","Australia","954240"
"3148","Apr-2009","Australia","982110"
"3149","May-2009","Australia","857170"
"3150","Jun-2009","Australia","862650"
"3151","Jul-2009","Australia","1155030"
"3152","Aug-2009","Australia","1009820"
"3153","Sep-2009","Australia","1045330"
"3154","Oct-2009","Australia","1219110"
"3155","Nov-2009","Australia","1033140"
"3156","Dec-2009","Australia","1138540"
"3157","Jan-2010","Australia","1352000"
"3158","Feb-2010","Australia","1099660"
"3159","Mar-2010","Australia","1063910"
"3160","Apr-2010","Australia","1035820"
"3161","May-2010","Australia","905910"
"3162","Jun-2010","Australia","964870"
"3163","Jul-2010","Australia","1309700"
"3164","Aug-2010","Australia","1090010"
"3165","Sep-2010","Australia","1151000"
"3166","Oct-2010","Australia","1308330"
"3167","Nov-2010","Australia","1098810"
"3168","Dec-2010","Australia","1192680"
"3169","Jan-2011","Australia","1459720"
"3170","Feb-2011","Australia","1166430"
"3171","Mar-2011","Australia","1067910"
"3172","Apr-2011","Australia","1102930"
"3173","May-2011","Australia","1034900"
"3174","Jun-2011","Australia","996710"
"3175","Jul-2011","Australia","1382310"
"3176","Aug-2011","Australia","1154950"
"3177","Sep-2011","Australia","1178760"
"3178","Oct-2011","Australia","1389340"
"3179","Nov-2011","Australia","1157950"
"3180","Dec-2011","Australia","1233230"
"3181","Jan-2012","Australia","1538040"
"3182","Feb-2012","Australia","1234500"
"3183","Mar-2012","Australia","1156120"
"3184","Apr-2012","Australia","1194630"
"3185","May-2012","Australia","1014810"
"3186","Jun-2012","Australia","1097420"
"3187","Jul-2012","Australia","1429310"
"3188","Aug-2012","Australia","1203720"
"3189","Sep-2012","Australia","1252460"
"3190","Oct-2012","Australia","1454320"
"3191","Nov-2012","Australia","1222060"
"3192","Dec-2012","Australia","1323140"
"3193","Jan-2013","Australia","1578440"
"3194","Feb-2013","Australia","1261420"
"3195","Mar-2013","Australia","1239490"
"3196","Apr-2013","Australia","1226840"
"3197","May-2013","Australia","1097850"
"3198","Jun-2013","Australia","1161650"
"3199","Jul-2013","Australia","1511220"
"3200","Aug-2013","Australia","1304740"
"3201","Sep-2013","Australia","1325700"
"3202","Oct-2013","Australia","1532780"
"3203","Nov-2013","Australia","1283830"
"3204","Dec-2013","Australia","1422260"
"3205","Jan-2014","Australia","1744890"
"3206","Feb-2014","Australia","1339050"
"3207","Mar-2014","Australia","1280150"
"3208","Apr-2014","Australia","1331230"
"3209","May-2014","Australia","1187550"
"3210","Jun-2014","Australia","1179420"
"3211","Jul-2014","Australia","1594110"
"3212","Aug-2014","Australia","1362450"
"3213","Sep-2014","Australia","1381030"
"3214","Oct-2014","Australia","1574500"
"3215","Nov-2014","Australia","1342800"
"3216","Dec-2014","Australia","1455550"
"3217","Jan-2015","Australia","1780350"
"3218","Feb-2015","Australia","1415950"
"3219","Mar-2015","Australia","1388160"
"3220","Apr-2015","Australia","1365370"
"3221","May-2015","Australia","1215090"
"3222","Jun-2015","Australia","1233570"
"3223","Jul-2015","Australia","1646140"
"3224","Aug-2015","Australia","1419480"
"3225","Sep-2015","Australia","1456880"
"3226","Oct-2015","Australia","1650380"
"3227","Nov-2015","Australia","1424700"
"3228","Dec-2015","Australia","1584200"
"3229","Jan-2016","Australia","1908270"
"3230","Feb-2016","Australia","1560130"
"3231","Mar-2016","Australia","1479930"
"3232","Apr-2016","Australia","1473700"
"3233","May-2016","Australia","1304820"
"3234","Jun-2016","Australia","1326820"
"3235","Jul-2016","Australia","1829100"
"3236","Aug-2016","Australia","1511510"
"3237","Sep-2016","Australia","1587330"
"3238","Oct-2016","Australia","1778870"
"3239","Nov-2016","Australia","1512920"
"3240","Dec-2016","Australia","1716250"
"3241","Jan-2017","Australia","2066340"
"3242","Feb-2017","Australia","1631360"
"3243","Mar-2017","Australia","1522680"
"3244","Apr-2017","Australia","1649770"
"3245","May-2017","Australia","1401070"
"3246","Jun-2017","Australia","1421130"
"3247","Jul-2017","Australia","1909100"
"3248","Aug-2017","Australia","1623620"
"3249","Sep-2017","Australia","1666150"
"3250","Oct-2017","Australia","1879610"
"3251","Nov-2017","Australia","1602190"
"3252","Dec-2017","Australia","1755130"
"3253","Jan-2018","Australia","2130700"
"3254","Feb-2018","Australia","1729160"
"3255","Mar-2018","Australia","1682320"
"3256","Apr-2018","Australia","1668310"
"3257","May-2018","Australia","1480380"
"3258","Jun-2018","Australia","1513000"
"3259","Jul-2018","Australia","2009860"
"3260","Aug-2018","Australia","1718580"
"3261","Sep-2018","Australia","1721970"
"3262","Oct-2018","Australia","1963730"
"3263","Nov-2018","Australia","1667980"
"3264","Dec-2018","Australia","1853600"
"3265","Jan-2019","Australia","2217890"
"3266","Feb-2019","Australia","1788430"
"3267","Mar-2019","Australia","1660140"
"3268","Apr-2019","Australia","1674400"
"3269","May-2019","Australia","1587870"
"3270","Jun-2019","Australia","1562130"
"3271","Jul-2019","Australia","2008780"
"3272","Aug-2019","Australia","1782670"
"3273","Sep-2019","Australia","1746100"
"3274","Oct-2019","Australia","1979190"
"3275","Nov-2019","Australia","1721900"
"3276","Dec-2019","Australia","1889300"
"3277","Jan-2020","Australia","2257280"
"3278","Feb-2020","Australia","1568650"
"3279","Mar-2020","Australia","921950"
"3280","Apr-2020","Australia","21170"
"3281","May-2020","Australia","19120"
"3282","Jun-2020","Australia","25120"
"3283","Jul-2020","Australia","17260"
"3284","Aug-2020","Australia","14940"
"3285","Sep-2020","Australia","16200"
"3286","Oct-2020","Australia","23710"
"3287","Nov-2020","Australia","29330"
"3288","Dec-2020","Australia","34670"
"3289","Jan-2021","Australia","31160"
"3290","Feb-2021","Australia","25210"
"3291","Mar-2021","Australia","31990"
"3292","Apr-2021","Australia","53910"
"3293","May-2021","Australia","114520"
"3294","Jun-2021","Australia","102480"
