"","","Month","Month1","Country","Percentage Change"
"1017",NA,"Dec-20",9,"Libya","-100"
"1018",NA,"Jan-21",10,"Libya","-100"
"1019",NA,"Feb-21",11,"Libya","-100"
"1020",NA,"Mar-21",12,"Libya","-100"
"1021",NA,"Apr-21",13,"Libya","-100"
"1022",NA,"May-21",14,"Libya","-100"
"1023",NA,"Jun-21",15,"Libya","-100"
"1024",NA,"Jul-21",16,"Libya","0"
"1025",NA,"Apr-20",1,"Morocco","-100"
"1026",NA,"May-20",2,"Morocco","-100"
"1027",NA,"Jun-20",3,"Morocco","-100"
"1028",NA,"Jul-20",4,"Morocco","-100"
"1029",NA,"Aug-20",5,"Morocco","-100"
"1030",NA,"Sep-20",6,"Morocco","-100"
"1031",NA,"Oct-20",7,"Morocco","-75"
"1032",NA,"Nov-20",8,"Morocco","-100"
"1033",NA,"Dec-20",9,"Morocco","-75"
"1034",NA,"Jan-21",10,"Morocco","-100"
"1035",NA,"Feb-21",11,"Morocco","-100"
"1036",NA,"Mar-21",12,"Morocco","-100"
"1037",NA,"Apr-21",13,"Morocco","-75"
"1038",NA,"May-21",14,"Morocco","-100"
"1039",NA,"Jun-21",15,"Morocco","-75"
"1040",NA,"Jul-21",16,"Morocco","-100"
"1041",NA,"Apr-20",1,"Sudan","-88.88888889"
"1042",NA,"May-20",2,"Sudan","-88.88888889"
"1043",NA,"Jun-20",3,"Sudan","-88.88888889"
"1044",NA,"Jul-20",4,"Sudan","-88.88888889"
"1045",NA,"Aug-20",5,"Sudan","-88.88888889"
"1046",NA,"Sep-20",6,"Sudan","-88.88888889"
"1047",NA,"Oct-20",7,"Sudan","-88.88888889"
"1048",NA,"Nov-20",8,"Sudan","-100"
"1049",NA,"Dec-20",9,"Sudan","-88.88888889"
"1050",NA,"Jan-21",10,"Sudan","-88.88888889"
"1051",NA,"Feb-21",11,"Sudan","-88.88888889"
"1052",NA,"Mar-21",12,"Sudan","-77.77777778"
"1053",NA,"Apr-21",13,"Sudan","-88.88888889"
"1054",NA,"May-21",14,"Sudan","-66.66666667"
"1055",NA,"Jun-21",15,"Sudan","-88.88888889"
"1056",NA,"Jul-21",16,"Sudan","-88.8888889"
"1057",NA,"Apr-20",1,"Tunisia","-100"
"1058",NA,"May-20",2,"Tunisia","-100"
"1059",NA,"Jun-20",3,"Tunisia","-100"
"1060",NA,"Jul-20",4,"Tunisia","-100"
"1061",NA,"Aug-20",5,"Tunisia","-100"
"1062",NA,"Sep-20",6,"Tunisia","-100"
"1063",NA,"Oct-20",7,"Tunisia","-100"
"1064",NA,"Nov-20",8,"Tunisia","-100"
"1065",NA,"Dec-20",9,"Tunisia","-100"
"1066",NA,"Jan-21",10,"Tunisia","-100"
"1067",NA,"Feb-21",11,"Tunisia","-100"
"1068",NA,"Mar-21",12,"Tunisia","-100"
"1069",NA,"Apr-21",13,"Tunisia","-100"
"1070",NA,"May-21",14,"Tunisia","-100"
"1071",NA,"Jun-21",15,"Tunisia","-100"
"1072",NA,"Jul-21",16,"Tunisia","0"
"1073",NA,"Apr-20",1,"S. Sudan","-100"
"1074",NA,"May-20",2,"S. Sudan","-100"
"1075",NA,"Jun-20",3,"S. Sudan","-100"
"1076",NA,"Jul-20",4,"S. Sudan","-100"
"1077",NA,"Aug-20",5,"S. Sudan","-100"
"1078",NA,"Sep-20",6,"S. Sudan","-100"
"1079",NA,"Oct-20",7,"S. Sudan","-100"
"1080",NA,"Nov-20",8,"S. Sudan","-100"
"1081",NA,"Dec-20",9,"S. Sudan","-50"
"1082",NA,"Jan-21",10,"S. Sudan","-100"
"1083",NA,"Feb-21",11,"S. Sudan","-50"
"1084",NA,"Mar-21",12,"S. Sudan","-100"
"1085",NA,"Apr-21",13,"S. Sudan","-50"
"1086",NA,"May-21",14,"S. Sudan","-50"
"1087",NA,"Jun-21",15,"S. Sudan","-50"
"1088",NA,"Jul-21",16,"S. Sudan","-100"
"1089",NA,"Apr-20",1,"Bahrain","-100"
"1090",NA,"May-20",2,"Bahrain","-100"
"1091",NA,"Jun-20",3,"Bahrain","-100"
"1092",NA,"Jul-20",4,"Bahrain","-100"
"1093",NA,"Aug-20",5,"Bahrain","-100"
"1094",NA,"Sep-20",6,"Bahrain","-100"
"1095",NA,"Oct-20",7,"Bahrain","-100"
"1096",NA,"Nov-20",8,"Bahrain","-100"
"1097",NA,"Dec-20",9,"Bahrain","-100"
"1098",NA,"Jan-21",10,"Bahrain","-100"
"1099",NA,"Feb-21",11,"Bahrain","-100"
"1100",NA,"Mar-21",12,"Bahrain","-100"
"1101",NA,"Apr-21",13,"Bahrain","-100"
"1102",NA,"May-21",14,"Bahrain","-100"
"1103",NA,"Jun-21",15,"Bahrain","-100"
"1104",NA,"Jul-21",16,"Bahrain","-100"
"1105",NA,"Apr-20",1,"Gaza Str/W Bank","0"
"1106",NA,"May-20",2,"Gaza Str/W Bank","0"
"1107",NA,"Jun-20",3,"Gaza Str/W Bank","0"
"1108",NA,"Jul-20",4,"Gaza Str/W Bank","0"
"1109",NA,"Aug-20",5,"Gaza Str/W Bank","0"
"1110",NA,"Sep-20",6,"Gaza Str/W Bank","0"
"1111",NA,"Oct-20",7,"Gaza Str/W Bank","0"
"1112",NA,"Nov-20",8,"Gaza Str/W Bank","0"
"1113",NA,"Dec-20",9,"Gaza Str/W Bank","0"
"1114",NA,"Jan-21",10,"Gaza Str/W Bank","0"
"1115",NA,"Feb-21",11,"Gaza Str/W Bank","0"
"1116",NA,"Mar-21",12,"Gaza Str/W Bank","0"
"1117",NA,"Apr-21",13,"Gaza Str/W Bank","0"
"1118",NA,"May-21",14,"Gaza Str/W Bank","0"
"1119",NA,"Jun-21",15,"Gaza Str/W Bank","0"
"1120",NA,"Jul-21",16,"Gaza Str/W Bank","0"
"1121",NA,"Apr-20",1,"Iran","-87.93103448"
"1122",NA,"May-20",2,"Iran","-89.65517241"
"1123",NA,"Jun-20",3,"Iran","-84.48275862"
"1124",NA,"Jul-20",4,"Iran","-91.37931034"
"1125",NA,"Aug-20",5,"Iran","-89.65517241"
"1126",NA,"Sep-20",6,"Iran","-86.20689655"
"1127",NA,"Oct-20",7,"Iran","-81.03448276"
"1128",NA,"Nov-20",8,"Iran","-87.93103448"
"1129",NA,"Dec-20",9,"Iran","-74.13793103"
"1130",NA,"Jan-21",10,"Iran","-81.03448276"
"1131",NA,"Feb-21",11,"Iran","-72.4137931"
"1132",NA,"Mar-21",12,"Iran","-75.86206897"
"1133",NA,"Apr-21",13,"Iran","-72.4137931"
"1134",NA,"May-21",14,"Iran","-62.06896552"
"1135",NA,"Jun-21",15,"Iran","-68.96551724"
"1136",NA,"Jul-21",16,"Iran","-68.9655172"
"1137",NA,"Apr-20",1,"Iraq","-98.80952381"
"1138",NA,"May-20",2,"Iraq","-97.61904762"
"1139",NA,"Jun-20",3,"Iraq","-94.04761905"
"1140",NA,"Jul-20",4,"Iraq","-97.61904762"
"1141",NA,"Aug-20",5,"Iraq","-98.80952381"
"1142",NA,"Sep-20",6,"Iraq","-96.42857143"
"1143",NA,"Oct-20",7,"Iraq","-96.42857143"
"1144",NA,"Nov-20",8,"Iraq","-97.61904762"
"1145",NA,"Dec-20",9,"Iraq","-95.23809524"
"1146",NA,"Jan-21",10,"Iraq","-96.42857143"
"1147",NA,"Feb-21",11,"Iraq","-96.42857143"
"1148",NA,"Mar-21",12,"Iraq","-95.23809524"
"1149",NA,"Apr-21",13,"Iraq","-94.04761905"
"1150",NA,"May-21",14,"Iraq","-89.28571429"
"1151",NA,"Jun-21",15,"Iraq","-91.66666667"
"1152",NA,"Jul-21",16,"Iraq","-94.047619"
"1153",NA,"Apr-20",1,"Israel","-100"
"1154",NA,"May-20",2,"Israel","-100"
"1155",NA,"Jun-20",3,"Israel","-98.21428571"
"1156",NA,"Jul-20",4,"Israel","-100"
"1157",NA,"Aug-20",5,"Israel","-98.21428571"
"1158",NA,"Sep-20",6,"Israel","-98.21428571"
"1159",NA,"Oct-20",7,"Israel","-96.42857143"
"1160",NA,"Nov-20",8,"Israel","-94.64285714"
"1161",NA,"Dec-20",9,"Israel","-92.85714286"
"1162",NA,"Jan-21",10,"Israel","-96.42857143"
"1163",NA,"Feb-21",11,"Israel","-96.42857143"
"1164",NA,"Mar-21",12,"Israel","-92.85714286"
"1165",NA,"Apr-21",13,"Israel","-96.42857143"
"1166",NA,"May-21",14,"Israel","-94.64285714"
"1167",NA,"Jun-21",15,"Israel","-91.07142857"
"1168",NA,"Jul-21",16,"Israel","-92.8571429"
"1169",NA,"Apr-20",1,"Jordan","-93.75"
"1170",NA,"May-20",2,"Jordan","-93.75"
"1171",NA,"Jun-20",3,"Jordan","-87.5"
"1172",NA,"Jul-20",4,"Jordan","-93.75"
"1173",NA,"Aug-20",5,"Jordan","-93.75"
"1174",NA,"Sep-20",6,"Jordan","-93.75"
"1175",NA,"Oct-20",7,"Jordan","-93.75"
"1176",NA,"Nov-20",8,"Jordan","-81.25"
"1177",NA,"Dec-20",9,"Jordan","-93.75"
"1178",NA,"Jan-21",10,"Jordan","-87.5"
"1179",NA,"Feb-21",11,"Jordan","-87.5"
"1180",NA,"Mar-21",12,"Jordan","-87.5"
"1181",NA,"Apr-21",13,"Jordan","-81.25"
"1182",NA,"May-21",14,"Jordan","-75"
"1183",NA,"Jun-21",15,"Jordan","-87.5"
"1184",NA,"Jul-21",16,"Jordan","-87.5"
"1185",NA,"Apr-20",1,"Kuwait","-100"
"1186",NA,"May-20",2,"Kuwait","-100"
"1187",NA,"Jun-20",3,"Kuwait","-100"
"1188",NA,"Jul-20",4,"Kuwait","-100"
"1189",NA,"Aug-20",5,"Kuwait","-100"
"1190",NA,"Sep-20",6,"Kuwait","-100"
"1191",NA,"Oct-20",7,"Kuwait","-100"
"1192",NA,"Nov-20",8,"Kuwait","-100"
"1193",NA,"Dec-20",9,"Kuwait","-100"
"1194",NA,"Jan-21",10,"Kuwait","-87.5"
"1195",NA,"Feb-21",11,"Kuwait","-100"
"1196",NA,"Mar-21",12,"Kuwait","-100"
"1197",NA,"Apr-21",13,"Kuwait","-100"
"1198",NA,"May-21",14,"Kuwait","-100"
"1199",NA,"Jun-21",15,"Kuwait","-100"
"1200",NA,"Jul-21",16,"Kuwait","-100"
"1201",NA,"Apr-20",1,"Lebanon","-94"
"1202",NA,"May-20",2,"Lebanon","-96"
"1203",NA,"Jun-20",3,"Lebanon","-96"
"1204",NA,"Jul-20",4,"Lebanon","-92"
"1205",NA,"Aug-20",5,"Lebanon","-88"
"1206",NA,"Sep-20",6,"Lebanon","-94"
"1207",NA,"Oct-20",7,"Lebanon","-96"
"1208",NA,"Nov-20",8,"Lebanon","-92"
"1209",NA,"Dec-20",9,"Lebanon","-90"
"1210",NA,"Jan-21",10,"Lebanon","-90"
"1211",NA,"Feb-21",11,"Lebanon","-90"
"1212",NA,"Mar-21",12,"Lebanon","-88"
"1213",NA,"Apr-21",13,"Lebanon","-88"
"1214",NA,"May-21",14,"Lebanon","-82"
"1215",NA,"Jun-21",15,"Lebanon","-84"
"1216",NA,"Jul-21",16,"Lebanon","-88"
"1217",NA,"Apr-20",1,"Oman","-100"
"1218",NA,"May-20",2,"Oman","-100"
"1219",NA,"Jun-20",3,"Oman","-100"
"1220",NA,"Jul-20",4,"Oman","-100"
"1221",NA,"Aug-20",5,"Oman","-100"
"1222",NA,"Sep-20",6,"Oman","-100"
"1223",NA,"Oct-20",7,"Oman","-95"
"1224",NA,"Nov-20",8,"Oman","-95"
"1225",NA,"Dec-20",9,"Oman","-100"
"1226",NA,"Jan-21",10,"Oman","-95"
"1227",NA,"Feb-21",11,"Oman","-100"
"1228",NA,"Mar-21",12,"Oman","-95"
"1229",NA,"Apr-21",13,"Oman","-100"
"1230",NA,"May-21",14,"Oman","-100"
"1231",NA,"Jun-21",15,"Oman","-95"
"1232",NA,"Jul-21",16,"Oman","-95"
"1233",NA,"Apr-20",1,"Qatar","#DIV/0!"
"1234",NA,"May-20",2,"Qatar","#DIV/0!"
"1235",NA,"Jun-20",3,"Qatar","#DIV/0!"
"1236",NA,"Jul-20",4,"Qatar","#DIV/0!"
"1237",NA,"Aug-20",5,"Qatar","#DIV/0!"
"1238",NA,"Sep-20",6,"Qatar","#DIV/0!"
"1239",NA,"Oct-20",7,"Qatar","#DIV/0!"
"1240",NA,"Nov-20",8,"Qatar","#DIV/0!"
"1241",NA,"Dec-20",9,"Qatar","#DIV/0!"
"1242",NA,"Jan-21",10,"Qatar","#DIV/0!"
"1243",NA,"Feb-21",11,"Qatar","#DIV/0!"
"1244",NA,"Mar-21",12,"Qatar","#DIV/0!"
"1245",NA,"Apr-21",13,"Qatar","#DIV/0!"
"1246",NA,"May-21",14,"Qatar","#DIV/0!"
"1247",NA,"Jun-21",15,"Qatar","#DIV/0!"
"1248",NA,"Jul-21",16,"Qatar","0"
"1249",NA,"Apr-20",1,"Saudi Arabia","-100"
"1250",NA,"May-20",2,"Saudi Arabia","-100"
"1251",NA,"Jun-20",3,"Saudi Arabia","-98.03921569"
"1252",NA,"Jul-20",4,"Saudi Arabia","-100"
"1253",NA,"Aug-20",5,"Saudi Arabia","-99.01960784"
"1254",NA,"Sep-20",6,"Saudi Arabia","-99.01960784"
"1255",NA,"Oct-20",7,"Saudi Arabia","-97.05882353"
"1256",NA,"Nov-20",8,"Saudi Arabia","-98.03921569"
"1257",NA,"Dec-20",9,"Saudi Arabia","-100"
"1258",NA,"Jan-21",10,"Saudi Arabia","-96.07843137"
"1259",NA,"Feb-21",11,"Saudi Arabia","-97.05882353"
"1260",NA,"Mar-21",12,"Saudi Arabia","-97.05882353"
"1261",NA,"Apr-21",13,"Saudi Arabia","-98.03921569"
"1262",NA,"May-21",14,"Saudi Arabia","-99.01960784"
"1263",NA,"Jun-21",15,"Saudi Arabia","-97.05882353"
"1264",NA,"Jul-21",16,"Saudi Arabia","-98.0392157"
"1265",NA,"Apr-20",1,"Syria","-94.44444444"
"1266",NA,"May-20",2,"Syria","-94.44444444"
"1267",NA,"Jun-20",3,"Syria","-94.44444444"
"1268",NA,"Jul-20",4,"Syria","-94.44444444"
"1269",NA,"Aug-20",5,"Syria","-94.44444444"
"1270",NA,"Sep-20",6,"Syria","-83.33333333"
"1271",NA,"Oct-20",7,"Syria","-94.44444444"
"1272",NA,"Nov-20",8,"Syria","-88.88888889"
"1273",NA,"Dec-20",9,"Syria","-88.88888889"
"1274",NA,"Jan-21",10,"Syria","-88.88888889"
"1275",NA,"Feb-21",11,"Syria","-94.44444444"
"1276",NA,"Mar-21",12,"Syria","-83.33333333"
"1277",NA,"Apr-21",13,"Syria","-83.33333333"
"1278",NA,"May-21",14,"Syria","-77.77777778"
"1279",NA,"Jun-21",15,"Syria","-83.33333333"
"1280",NA,"Jul-21",16,"Syria","-83.3333333"
"1281",NA,"Apr-20",1,"Turkey","-97.77777778"
"1282",NA,"May-20",2,"Turkey","-97.77777778"
"1283",NA,"Jun-20",3,"Turkey","-93.33333333"
"1284",NA,"Jul-20",4,"Turkey","-95.55555556"
"1285",NA,"Aug-20",5,"Turkey","-93.33333333"
"1286",NA,"Sep-20",6,"Turkey","-91.11111111"
"1287",NA,"Oct-20",7,"Turkey","-82.22222222"
"1288",NA,"Nov-20",8,"Turkey","-86.66666667"
"1289",NA,"Dec-20",9,"Turkey","-91.11111111"
"1290",NA,"Jan-21",10,"Turkey","-88.88888889"
"1291",NA,"Feb-21",11,"Turkey","-91.11111111"
"1292",NA,"Mar-21",12,"Turkey","-91.11111111"
"1293",NA,"Apr-21",13,"Turkey","-91.11111111"
"1294",NA,"May-21",14,"Turkey","-86.66666667"
"1295",NA,"Jun-21",15,"Turkey","-88.88888889"
"1296",NA,"Jul-21",16,"Turkey","-91.1111111"
"1297",NA,"Apr-20",1,"United Arab Emirates","-100"
"1298",NA,"May-20",2,"United Arab Emirates","-100"
"1299",NA,"Jun-20",3,"United Arab Emirates","-91.66666667"
"1300",NA,"Jul-20",4,"United Arab Emirates","-91.66666667"
"1301",NA,"Aug-20",5,"United Arab Emirates","-91.66666667"
"1302",NA,"Sep-20",6,"United Arab Emirates","-91.66666667"
"1303",NA,"Oct-20",7,"United Arab Emirates","-91.66666667"
"1304",NA,"Nov-20",8,"United Arab Emirates","-100"
"1305",NA,"Dec-20",9,"United Arab Emirates","-100"
"1306",NA,"Jan-21",10,"United Arab Emirates","-91.66666667"
"1307",NA,"Feb-21",11,"United Arab Emirates","-91.66666667"
"1308",NA,"Mar-21",12,"United Arab Emirates","-100"
"1309",NA,"Apr-21",13,"United Arab Emirates","-91.66666667"
"1310",NA,"May-21",14,"United Arab Emirates","-91.66666667"
"1311",NA,"Jun-21",15,"United Arab Emirates","-83.33333333"
"1312",NA,"Jul-21",16,"United Arab Emirates","-91.6666667"
"1313",NA,"Apr-20",1,"Yemen","-100"
"1314",NA,"May-20",2,"Yemen","-50"
"1315",NA,"Jun-20",3,"Yemen","-100"
"1316",NA,"Jul-20",4,"Yemen","-100"
"1317",NA,"Aug-20",5,"Yemen","-100"
"1318",NA,"Sep-20",6,"Yemen","-100"
"1319",NA,"Oct-20",7,"Yemen","-50"
"1320",NA,"Nov-20",8,"Yemen","-50"
"1321",NA,"Dec-20",9,"Yemen","-100"
"1322",NA,"Jan-21",10,"Yemen","-100"
"1323",NA,"Feb-21",11,"Yemen","-100"
"1324",NA,"Mar-21",12,"Yemen","-100"
"1325",NA,"Apr-21",13,"Yemen","-100"
"1326",NA,"May-21",14,"Yemen","-50"
"1327",NA,"Jun-21",15,"Yemen","-100"
"1328",NA,"Jul-21",16,"Yemen","-100"
"1329",NA,"Apr-20",1,"Myanmar","-98.75"
"1330",NA,"May-20",2,"Myanmar","-95"
"1331",NA,"Jun-20",3,"Myanmar","-98.75"
"1332",NA,"Jul-20",4,"Myanmar","-96.25"
"1333",NA,"Aug-20",5,"Myanmar","-96.25"
"1334",NA,"Sep-20",6,"Myanmar","-98.75"
"1335",NA,"Oct-20",7,"Myanmar","-97.5"
"1336",NA,"Nov-20",8,"Myanmar","-95"
"1337",NA,"Dec-20",9,"Myanmar","-98.75"
"1338",NA,"Jan-21",10,"Myanmar","-95"
"1339",NA,"Feb-21",11,"Myanmar","-96.25"
"1340",NA,"Mar-21",12,"Myanmar","-93.75"
"1341",NA,"Apr-21",13,"Myanmar","-92.5"
"1342",NA,"May-21",14,"Myanmar","-93.75"
"1343",NA,"Jun-21",15,"Myanmar","-95"
"1344",NA,"Jul-21",16,"Myanmar","-95"
"1345",NA,"Apr-20",1,"Cambodia","-97.8021978"
"1346",NA,"May-20",2,"Cambodia","-100"
"1347",NA,"Jun-20",3,"Cambodia","-100"
"1348",NA,"Jul-20",4,"Cambodia","-97.8021978"
"1349",NA,"Aug-20",5,"Cambodia","-97.8021978"
"1350",NA,"Sep-20",6,"Cambodia","-98.9010989"
"1351",NA,"Oct-20",7,"Cambodia","-98.9010989"
"1352",NA,"Nov-20",8,"Cambodia","-97.8021978"
"1353",NA,"Dec-20",9,"Cambodia","-94.50549451"
"1354",NA,"Jan-21",10,"Cambodia","-97.8021978"
"1355",NA,"Feb-21",11,"Cambodia","-95.6043956"
"1356",NA,"Mar-21",12,"Cambodia","-94.50549451"
"1357",NA,"Apr-21",13,"Cambodia","-96.7032967"
"1358",NA,"May-21",14,"Cambodia","-94.50549451"
"1359",NA,"Jun-21",15,"Cambodia","-95.6043956"
"1360",NA,"Jul-21",16,"Cambodia","-96.7032967"
"1361",NA,"Apr-20",1,"Laos","-100"
"1362",NA,"May-20",2,"Laos","-93.33333333"
"1363",NA,"Jun-20",3,"Laos","-100"
"1364",NA,"Jul-20",4,"Laos","-100"
"1365",NA,"Aug-20",5,"Laos","-100"
"1366",NA,"Sep-20",6,"Laos","-100"
"1367",NA,"Oct-20",7,"Laos","-100"
"1368",NA,"Nov-20",8,"Laos","-93.33333333"
"1369",NA,"Dec-20",9,"Laos","-100"
"1370",NA,"Jan-21",10,"Laos","-100"
"1371",NA,"Feb-21",11,"Laos","-100"
"1372",NA,"Mar-21",12,"Laos","-100"
"1373",NA,"Apr-21",13,"Laos","-100"
"1374",NA,"May-21",14,"Laos","-100"
"1375",NA,"Jun-21",15,"Laos","-100"
"1376",NA,"Jul-21",16,"Laos","-93.3333333"
"1377",NA,"Apr-20",1,"Thailand","-98.35680751"
"1378",NA,"May-20",2,"Thailand","-97.65258216"
"1379",NA,"Jun-20",3,"Thailand","-97.65258216"
"1380",NA,"Jul-20",4,"Thailand","-99.29577465"
"1381",NA,"Aug-20",5,"Thailand","-99.06103286"
"1382",NA,"Sep-20",6,"Thailand","-98.5915493"
"1383",NA,"Oct-20",7,"Thailand","-98.12206573"
"1384",NA,"Nov-20",8,"Thailand","-97.18309859"
"1385",NA,"Dec-20",9,"Thailand","-97.41784038"
"1386",NA,"Jan-21",10,"Thailand","-98.12206573"
"1387",NA,"Feb-21",11,"Thailand","-96.94835681"
"1388",NA,"Mar-21",12,"Thailand","-95.77464789"
"1389",NA,"Apr-21",13,"Thailand","-96.47887324"
"1390",NA,"May-21",14,"Thailand","-96.00938967"
"1391",NA,"Jun-21",15,"Thailand","-95.77464789"
"1392",NA,"Jul-21",16,"Thailand","-96.2441315"
"1393",NA,"Apr-20",1,"Vietnam","-99.60732984"
"1394",NA,"May-20",2,"Vietnam","-99.60732984"
"1395",NA,"Jun-20",3,"Vietnam","-99.08376963"
"1396",NA,"Jul-20",4,"Vietnam","-99.08376963"
"1397",NA,"Aug-20",5,"Vietnam","-98.69109948"
"1398",NA,"Sep-20",6,"Vietnam","-98.42931937"
"1399",NA,"Oct-20",7,"Vietnam","-97.12041885"
"1400",NA,"Nov-20",8,"Vietnam","-96.85863874"
"1401",NA,"Dec-20",9,"Vietnam","-96.33507853"
"1402",NA,"Jan-21",10,"Vietnam","-96.9895288"
"1403",NA,"Feb-21",11,"Vietnam","-98.16753927"
"1404",NA,"Mar-21",12,"Vietnam","-93.97905759"
"1405",NA,"Apr-21",13,"Vietnam","-96.33507853"
"1406",NA,"May-21",14,"Vietnam","-95.15706806"
"1407",NA,"Jun-21",15,"Vietnam","-95.41884817"
"1408",NA,"Jul-21",16,"Vietnam","-96.5968586"
"1409",NA,"Apr-20",1,"Brunei","-100"
"1410",NA,"May-20",2,"Brunei","-100"
"1411",NA,"Jun-20",3,"Brunei","-100"
"1412",NA,"Jul-20",4,"Brunei","-100"
"1413",NA,"Aug-20",5,"Brunei","-100"
"1414",NA,"Sep-20",6,"Brunei","-100"
"1415",NA,"Oct-20",7,"Brunei","-100"
"1416",NA,"Nov-20",8,"Brunei","-100"
"1417",NA,"Dec-20",9,"Brunei","-100"
"1418",NA,"Jan-21",10,"Brunei","-87.5"
"1419",NA,"Feb-21",11,"Brunei","-100"
"1420",NA,"Mar-21",12,"Brunei","-100"
"1421",NA,"Apr-21",13,"Brunei","-93.75"
"1422",NA,"May-21",14,"Brunei","-87.5"
"1423",NA,"Jun-21",15,"Brunei","-93.75"
"1424",NA,"Jul-21",16,"Brunei","-93.75"
"1425",NA,"Apr-20",1,"Indonesia","-97.30538922"
"1426",NA,"May-20",2,"Indonesia","-99.00199601"
"1427",NA,"Jun-20",3,"Indonesia","-97.90419162"
"1428",NA,"Jul-20",4,"Indonesia","-98.00399202"
"1429",NA,"Aug-20",5,"Indonesia","-99.20159681"
"1430",NA,"Sep-20",6,"Indonesia","-98.60279441"
"1431",NA,"Oct-20",7,"Indonesia","-98.20359281"
"1432",NA,"Nov-20",8,"Indonesia","-97.30538922"
"1433",NA,"Dec-20",9,"Indonesia","-96.70658683"
"1434",NA,"Jan-21",10,"Indonesia","-97.70459082"
"1435",NA,"Feb-21",11,"Indonesia","-97.60479042"
"1436",NA,"Mar-21",12,"Indonesia","-97.80439122"
"1437",NA,"Apr-21",13,"Indonesia","-97.30538922"
"1438",NA,"May-21",14,"Indonesia","-96.90618762"
"1439",NA,"Jun-21",15,"Indonesia","-97.00598802"
"1440",NA,"Jul-21",16,"Indonesia","-97.7045908"
"1441",NA,"Apr-20",1,"Malaysia","-98.49785408"
"1442",NA,"May-20",2,"Malaysia","-99.42775393"
"1443",NA,"Jun-20",3,"Malaysia","-99.49928469"
"1444",NA,"Jul-20",4,"Malaysia","-97.99713877"
"1445",NA,"Aug-20",5,"Malaysia","-98.92703863"
"1446",NA,"Sep-20",6,"Malaysia","-99.1416309"
"1447",NA,"Oct-20",7,"Malaysia","-98.64091559"
"1448",NA,"Nov-20",8,"Malaysia","-98.56938484"
"1449",NA,"Dec-20",9,"Malaysia","-97.63948498"
"1450",NA,"Jan-21",10,"Malaysia","-97.4248927"
"1451",NA,"Feb-21",11,"Malaysia","-98.21173104"
"1452",NA,"Mar-21",12,"Malaysia","-97.35336195"
"1453",NA,"Apr-21",13,"Malaysia","-97.85407725"
"1454",NA,"May-21",14,"Malaysia","-97.06723891"
"1455",NA,"Jun-21",15,"Malaysia","-97.35336195"
"1456",NA,"Jul-21",16,"Malaysia","-97.4964235"
"1457",NA,"Apr-20",1,"Philippines","-95.83333333"
"1458",NA,"May-20",2,"Philippines","-97.10648148"
"1459",NA,"Jun-20",3,"Philippines","-96.64351852"
"1460",NA,"Jul-20",4,"Philippines","-97.56944444"
"1461",NA,"Aug-20",5,"Philippines","-98.49537037"
"1462",NA,"Sep-20",6,"Philippines","-97.22222222"
"1463",NA,"Oct-20",7,"Philippines","-96.06481481"
"1464",NA,"Nov-20",8,"Philippines","-94.3287037"
"1465",NA,"Dec-20",9,"Philippines","-95.02314815"
"1466",NA,"Jan-21",10,"Philippines","-95.48611111"
"1467",NA,"Feb-21",11,"Philippines","-95.25462963"
"1468",NA,"Mar-21",12,"Philippines","-94.09722222"
"1469",NA,"Apr-21",13,"Philippines","-93.40277778"
"1470",NA,"May-21",14,"Philippines","-90.0462963"
"1471",NA,"Jun-21",15,"Philippines","-89.93055556"
"1472",NA,"Jul-21",16,"Philippines","-92.8240741"
"1473",NA,"Apr-20",1,"Singapore","-99.39393939"
"1474",NA,"May-20",2,"Singapore","-98.88888889"
"1475",NA,"Jun-20",3,"Singapore","-98.58585859"
"1476",NA,"Jul-20",4,"Singapore","-98.58585859"
"1477",NA,"Aug-20",5,"Singapore","-98.68686869"
"1478",NA,"Sep-20",6,"Singapore","-98.58585859"
"1479",NA,"Oct-20",7,"Singapore","-98.28282828"
"1480",NA,"Nov-20",8,"Singapore","-98.68686869"
"1481",NA,"Dec-20",9,"Singapore","-97.27272727"
"1482",NA,"Jan-21",10,"Singapore","-96.46464646"
"1483",NA,"Feb-21",11,"Singapore","-97.67676768"
"1484",NA,"Mar-21",12,"Singapore","-97.67676768"
"1485",NA,"Apr-21",13,"Singapore","-97.97979798"
"1486",NA,"May-21",14,"Singapore","-97.37373737"
"1487",NA,"Jun-21",15,"Singapore","-96.96969697"
"1488",NA,"Jul-21",16,"Singapore","-97.8787879"
"1489",NA,"Apr-20",1,"Timor-Leste","-100"
"1490",NA,"May-20",2,"Timor-Leste","-100"
"1491",NA,"Jun-20",3,"Timor-Leste","-100"
"1492",NA,"Jul-20",4,"Timor-Leste","-100"
"1493",NA,"Aug-20",5,"Timor-Leste","-100"
"1494",NA,"Sep-20",6,"Timor-Leste","-100"
"1495",NA,"Oct-20",7,"Timor-Leste","-100"
"1496",NA,"Nov-20",8,"Timor-Leste","-100"
"1497",NA,"Dec-20",9,"Timor-Leste","0"
"1498",NA,"Jan-21",10,"Timor-Leste","-100"
"1499",NA,"Feb-21",11,"Timor-Leste","-87.5"
"1500",NA,"Mar-21",12,"Timor-Leste","-100"
"1501",NA,"Apr-21",13,"Timor-Leste","-93.75"
"1502",NA,"May-21",14,"Timor-Leste","-87.5"
"1503",NA,"Jun-21",15,"Timor-Leste","-93.75"
